date,destination,lat,lon,is_weekend,month,dow,temp_c,rain,marketing_spend,social_sentiment,price_index,bookings,avg_party_size,channel,lead_time_days,rooms_available,guides_available,vehicles_available
2025-03-30,Kerala,10.8505,76.2711,1,3,6,27.0,0,437.31,0.098,60.43,503,3,Web,2,1700,220,700
2024-03-18,Manali,32.2432,77.1892,0,3,0,13.7,0,123.98,0.643,79.32,556,2,App,13,1200,140,450
2024-03-17,Manali,32.2432,77.1892,1,3,6,17.6,0,308.2,-0.884,78.02,570,2,Kiosk,4,1200,140,450
2024-03-20,Jaipur,26.9124,75.7873,0,3,2,30.0,0,117.46,-0.274,63.24,694,2,App,5,1500,180,600
2024-08-08,Jaipur,26.9124,75.7873,0,8,3,33.8,0,519.56,0.185,54.74,715,2,App,4,1500,180,600
2025-08-14,Jaipur,26.9124,75.7873,0,8,3,34.7,0,1083.06,-0.757,67.31,844,3,App,2,1500,180,600
2024-07-24,Kerala,10.8505,76.2711,0,7,2,36.7,0,156.78,0.517,69.01,462,2,App,15,1700,220,700
2024-07-08,Varanasi,25.3176,82.9739,0,7,0,34.8,0,216.28,1.0,50.67,333,3,Web,4,1400,160,500
2025-08-15,Agra,27.1767,78.0081,0,8,4,31.5,0,388.36,0.726,64.7,450,2,Web,5,1300,150,550
2025-06-19,Kerala,10.8505,76.2711,0,6,3,38.1,1,125.2,-1.0,64.03,745,2,App,6,1700,220,700
2024-07-22,Goa,15.2993,74.124,0,7,0,38.6,0,378.22,-0.517,87.89,660,4,Agent,26,2000,250,800
2024-03-15,Agra,27.1767,78.0081,0,3,4,27.3,0,322.02,-0.409,44.03,541,2,Web,10,1300,150,550
2024-01-29,Leh,34.1526,77.5771,0,1,0,3.5,0,587.35,-0.4,98.1,251,2,Agent,6,600,90,220
2024-08-04,Leh,34.1526,77.5771,1,8,6,15.5,0,310.3,0.814,88.89,0,2,Agent,25,600,90,220
2024-03-12,Agra,27.1767,78.0081,0,3,1,23.9,0,253.25,0.635,49.93,631,1,Kiosk,7,1300,150,550
2025-09-28,Andaman,11.7401,92.6586,1,9,6,28.6,0,170.09,-0.886,104.08,271,2,Kiosk,2,900,120,300
2024-10-11,Goa,15.2993,74.124,0,10,4,25.8,0,630.39,0.187,80.39,651,1,Agent,4,2000,250,800
2025-03-03,Leh,34.1526,77.5771,0,3,0,9.0,0,790.29,0.396,94.07,815,1,Web,4,600,90,220
2024-07-01,Andaman,11.7401,92.6586,0,7,0,36.4,0,413.08,0.692,85.8,339,2,Agent,6,900,120,300
2025-05-06,Goa,15.2993,74.124,0,5,1,38.7,0,88.23,-0.69,81.13,1064,2,App,4,2000,250,800
2025-05-03,Jaipur,26.9124,75.7873,1,5,5,37.9,0,108.88,-0.63,61.67,872,2,App,8,1500,180,600
2024-12-10,Andaman,11.7401,92.6586,0,12,1,20.0,0,176.49,-0.192,84.8,74,1,Agent,17,900,120,300
2025-08-20,Agra,27.1767,78.0081,0,8,2,31.7,0,199.67,-0.23,51.65,676,2,Agent,18,1300,150,550
2024-10-11,Goa,15.2993,74.124,0,10,4,24.5,0,294.74,0.784,78.47,1218,2,Web,10,2000,250,800
2024-12-21,Kerala,10.8505,76.2711,1,12,5,18.2,0,100.69,0.027,57.81,713,2,App,24,1700,220,700
2025-07-09,Goa,15.2993,74.124,0,7,2,39.0,0,141.33,0.965,75.57,428,2,Kiosk,3,2000,250,800
2025-02-13,Manali,32.2432,77.1892,0,2,3,10.2,0,203.34,0.647,81.7,394,2,Kiosk,4,1200,140,450
2024-02-20,Varanasi,25.3176,82.9739,0,2,1,20.4,1,350.49,0.66,50.68,563,1,Agent,15,1400,160,500
2025-06-17,Varanasi,25.3176,82.9739,0,6,1,37.9,0,119.17,-0.23,47.69,516,2,Agent,6,1400,160,500
2024-07-03,Leh,34.1526,77.5771,0,7,2,18.1,0,188.85,-0.285,109.84,340,2,Web,1,600,90,220
2025-09-11,Leh,34.1526,77.5771,0,9,3,9.5,0,303.27,-0.127,91.98,109,2,App,9,600,90,220
2025-06-29,Manali,32.2432,77.1892,1,6,6,25.6,0,353.39,-0.246,89.53,764,1,App,36,1200,140,450
2025-01-10,Leh,34.1526,77.5771,0,1,4,1.6,0,97.11,1.0,90.44,521,3,Web,14,600,90,220
2024-01-14,Goa,15.2993,74.124,1,1,6,20.8,0,95.38,0.692,69.27,869,2,Agent,17,2000,250,800
2025-09-27,Manali,32.2432,77.1892,1,9,5,16.7,0,373.23,0.252,73.0,405,3,App,16,1200,140,450
2025-09-10,Leh,34.1526,77.5771,0,9,2,9.0,0,550.87,0.078,89.85,0,2,Agent,2,600,90,220
2025-02-22,Kerala,10.8505,76.2711,1,2,5,23.8,0,51.48,0.283,62.04,623,2,Agent,10,1700,220,700
2025-03-26,Goa,15.2993,74.124,0,3,2,29.4,0,194.9,-0.464,76.2,515,3,Web,4,2000,250,800
2024-10-12,Goa,15.2993,74.124,1,10,5,22.3,0,355.04,0.057,72.06,808,1,Kiosk,3,2000,250,800
2024-02-09,Manali,32.2432,77.1892,0,2,4,9.6,0,383.46,-0.101,75.01,416,2,Web,27,1200,140,450
2024-01-16,Andaman,11.7401,92.6586,0,1,1,20.1,0,818.26,0.545,82.07,350,2,Agent,8,900,120,300
2024-12-02,Manali,32.2432,77.1892,0,12,0,4.1,0,161.32,0.709,76.79,506,2,Web,3,1200,140,450
2025-03-21,Manali,32.2432,77.1892,0,3,4,15.7,0,663.84,-0.39,76.93,329,3,Agent,10,1200,140,450
2024-10-25,Leh,34.1526,77.5771,0,10,4,5.2,0,426.83,-0.107,95.55,0,3,Kiosk,18,600,90,220
2025-03-19,Leh,34.1526,77.5771,0,3,2,11.6,0,343.75,0.309,92.03,51,2,Kiosk,38,600,90,220
2025-08-11,Agra,27.1767,78.0081,0,8,0,32.1,0,13.84,0.003,49.33,480,2,Agent,10,1300,150,550
2024-03-13,Andaman,11.7401,92.6586,0,3,2,28.1,0,347.68,0.323,89.67,173,2,Web,17,900,120,300
2025-07-31,Jaipur,26.9124,75.7873,0,7,3,35.2,0,741.48,0.215,67.03,803,2,Agent,25,1500,180,600
2025-05-19,Agra,27.1767,78.0081,0,5,0,35.9,0,340.31,-0.711,55.61,512,2,Web,9,1300,150,550
2025-05-14,Manali,32.2432,77.1892,0,5,2,22.0,0,306.78,-0.202,72.74,523,1,App,8,1200,140,450
2025-06-29,Agra,27.1767,78.0081,1,6,6,37.3,1,265.9,-0.281,55.84,484,2,Agent,31,1300,150,550
2024-12-01,Kerala,10.8505,76.2711,1,12,6,19.3,0,258.41,0.768,67.12,764,2,App,3,1700,220,700
2024-10-04,Leh,34.1526,77.5771,0,10,4,3.8,0,354.23,0.521,107.73,465,3,Kiosk,20,600,90,220
2024-12-16,Kerala,10.8505,76.2711,0,12,0,18.3,0,558.96,-0.337,58.46,756,3,Web,19,1700,220,700
2025-08-15,Jaipur,26.9124,75.7873,0,8,4,34.7,0,457.88,0.398,66.59,557,2,Web,23,1500,180,600
2025-04-06,Goa,15.2993,74.124,1,4,6,35.1,0,1165.15,0.912,84.36,588,2,Agent,16,2000,250,800
2025-07-25,Kerala,10.8505,76.2711,0,7,4,38.1,0,774.53,0.499,63.18,494,2,Web,5,1700,220,700
2025-03-12,Jaipur,26.9124,75.7873,0,3,2,27.4,0,16.53,-0.652,77.51,452,1,App,3,1500,180,600
2024-12-28,Goa,15.2993,74.124,1,12,5,20.5,0,352.59,-0.084,77.36,653,2,Kiosk,22,2000,250,800
2024-02-21,Varanasi,25.3176,82.9739,0,2,2,22.2,0,544.84,0.54,52.76,877,3,Agent,1,1400,160,500
2024-12-24,Jaipur,26.9124,75.7873,0,12,1,18.3,0,95.03,-0.435,48.52,278,3,Kiosk,17,1500,180,600
2025-07-19,Varanasi,25.3176,82.9739,1,7,5,36.9,0,377.21,0.187,48.93,577,2,Web,5,1400,160,500
2024-12-19,Goa,15.2993,74.124,0,12,3,19.7,0,79.25,1.0,78.26,677,3,Agent,4,2000,250,800
2024-07-30,Agra,27.1767,78.0081,0,7,1,36.5,0,701.46,-1.0,63.47,657,1,Agent,17,1300,150,550
2025-04-03,Kerala,10.8505,76.2711,0,4,3,34.6,0,191.03,0.186,72.61,631,1,Agent,12,1700,220,700
2024-10-13,Jaipur,26.9124,75.7873,1,10,6,25.3,1,95.73,-0.827,62.85,265,1,Kiosk,6,1500,180,600
2025-08-03,Kerala,10.8505,76.2711,1,8,6,34.6,0,101.88,-0.573,56.61,576,2,Kiosk,23,1700,220,700
2025-08-10,Varanasi,25.3176,82.9739,1,8,6,31.7,0,151.72,-0.67,46.52,510,1,Kiosk,14,1400,160,500
2024-11-15,Kerala,10.8505,76.2711,0,11,4,20.4,0,180.73,0.534,71.58,584,2,Agent,28,1700,220,700
2024-10-30,Goa,15.2993,74.124,0,10,2,24.3,1,1012.89,0.541,76.72,896,1,Agent,33,2000,250,800
2024-08-28,Leh,34.1526,77.5771,0,8,2,13.4,0,167.89,0.473,93.52,125,3,App,2,600,90,220
2024-06-05,Goa,15.2993,74.124,0,6,2,41.3,0,248.67,-0.018,92.57,864,4,Agent,17,2000,250,800
2025-02-09,Varanasi,25.3176,82.9739,1,2,6,23.5,1,399.96,-0.449,44.07,342,3,Web,9,1400,160,500
2025-09-24,Agra,27.1767,78.0081,0,9,2,26.7,0,708.55,-0.511,64.47,460,1,App,5,1300,150,550
2024-07-25,Andaman,11.7401,92.6586,0,7,3,35.9,0,654.12,0.98,84.24,53,2,Agent,1,900,120,300
2025-09-27,Jaipur,26.9124,75.7873,1,9,5,28.7,0,675.16,-1.0,52.0,552,2,Kiosk,1,1500,180,600
2024-10-22,Andaman,11.7401,92.6586,0,10,1,22.6,0,572.25,1.0,77.85,634,2,App,11,900,120,300
2024-07-08,Andaman,11.7401,92.6586,0,7,0,36.6,0,276.54,0.139,76.49,448,3,App,10,900,120,300
2025-01-14,Manali,32.2432,77.1892,0,1,1,5.0,0,1128.29,0.87,75.09,624,2,Agent,3,1200,140,450
2025-02-14,Varanasi,25.3176,82.9739,0,2,4,23.5,0,347.78,-0.356,49.34,524,2,Web,23,1400,160,500
2024-04-07,Andaman,11.7401,92.6586,1,4,6,33.4,0,973.66,-0.536,90.18,648,2,Web,12,900,120,300
2024-10-30,Leh,34.1526,77.5771,0,10,2,6.1,0,351.76,1.0,92.78,308,3,Kiosk,24,600,90,220
2024-08-12,Andaman,11.7401,92.6586,0,8,0,32.4,0,333.08,0.379,91.45,378,1,Web,6,900,120,300
2024-10-27,Goa,15.2993,74.124,1,10,6,24.7,0,1043.22,-0.271,83.04,928,2,App,5,2000,250,800
2025-03-08,Manali,32.2432,77.1892,1,3,5,14.5,0,1066.91,0.414,81.85,777,2,Kiosk,12,1200,140,450
2024-03-08,Andaman,11.7401,92.6586,0,3,4,28.9,0,345.17,-0.985,101.41,207,2,Web,4,900,120,300
2024-04-14,Goa,15.2993,74.124,1,4,6,36.0,0,362.36,-0.699,85.39,872,3,Kiosk,6,2000,250,800
2024-06-19,Kerala,10.8505,76.2711,0,6,2,37.5,0,124.83,-0.323,61.01,920,1,Web,5,1700,220,700
2025-06-11,Andaman,11.7401,92.6586,0,6,2,39.9,1,625.7,-0.835,104.84,517,2,Agent,5,900,120,300
2024-06-11,Manali,32.2432,77.1892,0,6,1,25.0,0,365.18,-0.126,76.38,436,2,Agent,8,1200,140,450
2024-08-06,Andaman,11.7401,92.6586,0,8,1,33.6,1,312.5,-0.207,90.69,488,2,App,3,900,120,300
2025-08-09,Varanasi,25.3176,82.9739,1,8,5,33.3,1,577.36,-0.196,46.46,428,2,Kiosk,22,1400,160,500
2025-08-17,Andaman,11.7401,92.6586,1,8,6,32.8,0,64.37,-0.361,84.6,663,2,App,8,900,120,300
2024-12-02,Leh,34.1526,77.5771,0,12,0,-1.6,1,1440.57,0.109,95.26,145,1,Agent,10,600,90,220
2024-04-20,Manali,32.2432,77.1892,1,4,5,20.9,0,868.15,0.246,71.97,851,3,Kiosk,11,1200,140,450
2024-03-23,Varanasi,25.3176,82.9739,1,3,5,26.9,0,255.85,0.73,49.4,829,3,App,6,1400,160,500
2024-05-19,Manali,32.2432,77.1892,1,5,6,23.4,0,57.99,1.0,68.83,228,2,Web,11,1200,140,450
2025-06-28,Leh,34.1526,77.5771,1,6,5,19.1,0,81.58,-0.132,102.42,502,3,Kiosk,8,600,90,220
2024-04-06,Andaman,11.7401,92.6586,1,4,5,34.2,0,219.81,0.22,95.42,666,2,Web,7,900,120,300
2024-05-24,Agra,27.1767,78.0081,0,5,4,34.8,0,532.88,0.246,68.82,452,2,Kiosk,1,1300,150,550
2025-05-08,Manali,32.2432,77.1892,0,5,3,23.7,0,237.88,-0.699,64.57,529,1,Web,12,1200,140,450
2024-10-30,Kerala,10.8505,76.2711,0,10,2,22.0,0,869.59,0.266,63.22,384,2,Web,21,1700,220,700
2025-05-22,Kerala,10.8505,76.2711,0,5,3,35.8,0,245.36,0.958,70.63,463,2,App,1,1700,220,700
2024-09-17,Manali,32.2432,77.1892,0,9,1,15.4,0,148.42,-0.001,66.39,149,3,Agent,7,1200,140,450
2024-11-30,Jaipur,26.9124,75.7873,1,11,5,18.8,0,298.27,0.095,52.98,616,1,App,22,1500,180,600
2024-06-24,Varanasi,25.3176,82.9739,0,6,0,38.4,0,457.38,0.787,56.03,393,1,Agent,10,1400,160,500
2024-07-15,Manali,32.2432,77.1892,0,7,0,22.9,1,621.33,-1.0,72.39,726,1,Web,21,1200,140,450
2024-03-12,Andaman,11.7401,92.6586,0,3,1,29.5,0,600.57,-0.293,95.29,524,2,Kiosk,5,900,120,300
2024-04-16,Leh,34.1526,77.5771,0,4,1,14.3,0,490.12,0.382,106.24,309,2,App,10,600,90,220
2025-07-30,Agra,27.1767,78.0081,0,7,2,35.8,0,240.56,0.271,48.94,730,1,Agent,4,1300,150,550
2024-08-22,Manali,32.2432,77.1892,0,8,3,21.8,0,314.72,0.088,63.79,458,3,App,3,1200,140,450
2024-09-24,Manali,32.2432,77.1892,0,9,1,14.7,0,220.69,0.68,60.92,701,2,App,8,1200,140,450
2025-06-12,Goa,15.2993,74.124,0,6,3,39.3,1,68.5,-0.117,84.1,729,3,Kiosk,3,2000,250,800
2024-05-01,Manali,32.2432,77.1892,0,5,2,22.9,0,1395.68,-0.511,71.24,726,2,Web,1,1200,140,450
2025-05-27,Agra,27.1767,78.0081,0,5,1,37.4,0,335.95,-0.863,66.2,743,3,App,8,1300,150,550
2024-09-27,Andaman,11.7401,92.6586,0,9,4,29.5,0,146.44,-0.11,81.72,202,1,App,10,900,120,300
2024-06-03,Goa,15.2993,74.124,0,6,0,41.8,0,592.81,0.026,75.63,767,3,App,30,2000,250,800
2024-03-22,Agra,27.1767,78.0081,0,3,4,26.7,0,259.69,0.002,67.51,282,2,Web,5,1300,150,550
2025-09-07,Leh,34.1526,77.5771,1,9,6,10.5,0,132.4,0.427,101.57,623,3,App,6,600,90,220
2024-03-23,Andaman,11.7401,92.6586,1,3,5,25.4,0,564.2,-0.336,97.66,423,2,Kiosk,8,900,120,300
2025-08-05,Goa,15.2993,74.124,0,8,1,35.0,0,400.18,-0.722,88.2,1015,1,Kiosk,9,2000,250,800
2024-02-16,Jaipur,26.9124,75.7873,0,2,4,23.7,0,314.5,-0.242,59.93,557,4,Kiosk,14,1500,180,600
2024-01-31,Leh,34.1526,77.5771,0,1,2,1.9,1,459.55,0.088,90.68,0,1,Agent,11,600,90,220
2024-09-23,Goa,15.2993,74.124,0,9,0,28.6,0,762.23,-0.121,81.95,771,1,App,23,2000,250,800
2025-05-13,Andaman,11.7401,92.6586,0,5,1,36.2,0,670.5,0.211,95.25,601,3,App,12,900,120,300
2025-03-05,Kerala,10.8505,76.2711,0,3,2,29.8,0,330.65,0.067,64.86,578,2,Agent,21,1700,220,700
2025-02-06,Varanasi,25.3176,82.9739,0,2,3,20.6,1,77.36,0.018,41.68,365,4,Web,14,1400,160,500
2024-07-09,Manali,32.2432,77.1892,0,7,1,24.2,1,39.38,-0.231,74.72,659,3,Agent,18,1200,140,450
2024-04-22,Kerala,10.8505,76.2711,0,4,0,34.5,0,447.38,0.05,68.34,1012,2,Agent,6,1700,220,700
2024-03-15,Varanasi,25.3176,82.9739,0,3,4,28.1,0,151.0,-0.665,48.02,439,1,Agent,12,1400,160,500
2024-09-27,Agra,27.1767,78.0081,0,9,4,28.4,0,166.54,-0.214,52.22,203,2,Agent,22,1300,150,550
2025-06-06,Andaman,11.7401,92.6586,0,6,4,40.4,0,363.37,-0.39,90.58,611,2,App,4,900,120,300
2025-08-11,Agra,27.1767,78.0081,0,8,0,32.7,0,621.11,-0.315,55.74,454,1,Kiosk,5,1300,150,550
2025-02-17,Goa,15.2993,74.124,0,2,0,24.8,0,788.4,0.833,79.16,942,1,Web,19,2000,250,800
2024-12-01,Goa,15.2993,74.124,1,12,6,21.5,0,334.85,1.0,83.64,832,2,Web,34,2000,250,800
2024-07-10,Andaman,11.7401,92.6586,0,7,2,37.0,0,211.94,0.397,98.32,88,3,Agent,11,900,120,300
2025-05-24,Agra,27.1767,78.0081,1,5,5,34.7,0,163.0,-0.385,62.4,790,2,Kiosk,21,1300,150,550
2025-09-11,Leh,34.1526,77.5771,0,9,3,11.1,0,49.84,0.156,88.81,123,2,App,1,600,90,220
2024-09-17,Varanasi,25.3176,82.9739,0,9,1,25.2,0,249.5,-0.388,56.52,294,1,Web,21,1400,160,500
2024-05-25,Andaman,11.7401,92.6586,1,5,5,35.9,0,119.43,-0.039,99.08,814,2,Web,9,900,120,300
2025-08-20,Varanasi,25.3176,82.9739,0,8,2,30.0,0,507.35,0.511,45.35,525,3,App,13,1400,160,500
2025-07-28,Varanasi,25.3176,82.9739,0,7,0,33.8,0,187.92,0.456,46.98,302,2,App,11,1400,160,500
2024-04-06,Goa,15.2993,74.124,1,4,5,37.2,0,173.2,-0.129,70.87,982,2,Web,10,2000,250,800
2024-09-02,Agra,27.1767,78.0081,0,9,0,27.7,0,1177.63,0.095,59.93,473,3,Web,12,1300,150,550
2024-11-09,Andaman,11.7401,92.6586,1,11,5,21.5,0,677.96,0.181,91.14,580,3,Web,12,900,120,300
2024-10-04,Varanasi,25.3176,82.9739,0,10,4,21.7,1,337.4,0.446,52.26,677,2,Agent,13,1400,160,500
2024-07-30,Leh,34.1526,77.5771,0,7,1,16.7,1,321.94,-0.425,93.19,378,2,App,13,600,90,220
2024-03-14,Varanasi,25.3176,82.9739,0,3,3,26.2,0,360.49,0.789,61.59,430,3,Agent,8,1400,160,500
2024-11-09,Goa,15.2993,74.124,1,11,5,23.3,0,286.08,-0.138,73.01,774,2,Web,4,2000,250,800
2025-05-31,Goa,15.2993,74.124,1,5,5,41.2,1,621.52,-0.037,83.31,689,2,Agent,12,2000,250,800
2024-03-19,Agra,27.1767,78.0081,0,3,1,27.7,1,1033.84,0.287,54.51,405,2,Agent,5,1300,150,550
2024-09-09,Varanasi,25.3176,82.9739,0,9,0,26.7,0,995.3,0.155,41.48,192,3,Kiosk,8,1400,160,500
2024-06-02,Kerala,10.8505,76.2711,1,6,6,39.6,0,730.78,-0.348,60.25,661,1,Kiosk,19,1700,220,700
2024-06-28,Jaipur,26.9124,75.7873,0,6,4,36.3,0,427.23,0.314,65.71,738,2,Kiosk,5,1500,180,600
2025-04-29,Varanasi,25.3176,82.9739,0,4,1,34.2,0,1161.81,-0.057,59.85,742,3,App,22,1400,160,500
2024-03-13,Manali,32.2432,77.1892,0,3,2,13.8,0,51.18,0.666,77.57,440,2,Kiosk,13,1200,140,450
2024-05-28,Andaman,11.7401,92.6586,0,5,1,38.0,0,500.54,0.494,89.7,470,2,Agent,1,900,120,300
2025-03-14,Agra,27.1767,78.0081,0,3,4,26.6,0,462.96,0.141,59.8,471,2,Web,6,1300,150,550
2025-04-20,Manali,32.2432,77.1892,1,4,6,21.2,0,269.03,0.577,69.81,473,2,App,1,1200,140,450
2025-05-28,Agra,27.1767,78.0081,0,5,2,35.1,0,412.08,-0.273,56.87,779,1,Web,6,1300,150,550
2025-08-04,Andaman,11.7401,92.6586,0,8,0,32.0,0,311.4,-0.265,81.2,296,2,Kiosk,1,900,120,300
2024-04-30,Jaipur,26.9124,75.7873,0,4,1,31.2,0,709.3,-0.489,66.64,910,3,App,9,1500,180,600
2025-05-08,Agra,27.1767,78.0081,0,5,3,36.9,0,373.57,-0.235,57.16,551,3,App,4,1300,150,550
2024-03-11,Manali,32.2432,77.1892,0,3,0,16.1,0,765.33,-0.415,75.23,365,1,Kiosk,2,1200,140,450
2024-05-25,Goa,15.2993,74.124,1,5,5,39.3,0,656.99,-0.339,90.87,923,2,Kiosk,19,2000,250,800
2025-08-17,Kerala,10.8505,76.2711,1,8,6,35.2,0,702.57,-0.365,69.24,1039,1,Agent,6,1700,220,700
2024-10-31,Jaipur,26.9124,75.7873,0,10,3,24.4,0,102.46,0.594,63.96,517,2,Kiosk,10,1500,180,600
2024-04-28,Leh,34.1526,77.5771,1,4,6,14.0,0,610.56,-0.128,94.83,771,1,App,8,600,90,220
2025-04-23,Jaipur,26.9124,75.7873,0,4,2,33.9,0,450.77,-0.422,67.87,1040,2,App,27,1500,180,600
2025-01-27,Jaipur,26.9124,75.7873,0,1,0,21.2,0,470.17,0.756,54.42,593,2,Agent,14,1500,180,600
2024-09-26,Jaipur,26.9124,75.7873,0,9,3,28.4,1,130.05,0.395,56.08,607,2,Kiosk,36,1500,180,600
2024-08-27,Andaman,11.7401,92.6586,0,8,1,31.9,0,752.9,-0.281,84.63,331,1,Agent,12,900,120,300
2024-01-04,Jaipur,26.9124,75.7873,0,1,3,20.4,0,134.78,-0.71,63.61,666,2,App,45,1500,180,600
2025-09-28,Andaman,11.7401,92.6586,1,9,6,28.7,0,416.68,0.136,81.73,333,2,Web,6,900,120,300
2025-09-30,Agra,27.1767,78.0081,0,9,1,27.3,0,246.65,0.004,43.32,545,2,Web,6,1300,150,550
2024-08-18,Andaman,11.7401,92.6586,1,8,6,33.5,0,595.73,1.0,94.66,504,2,App,9,900,120,300
2024-07-03,Agra,27.1767,78.0081,0,7,2,33.6,0,616.51,-0.718,57.81,642,3,Kiosk,17,1300,150,550
2025-04-07,Varanasi,25.3176,82.9739,0,4,0,31.9,0,215.23,-0.368,49.22,596,2,Web,16,1400,160,500
2024-03-21,Andaman,11.7401,92.6586,0,3,3,27.9,0,244.35,-0.39,91.78,217,3,Agent,2,900,120,300
2025-02-03,Jaipur,26.9124,75.7873,0,2,0,20.6,0,735.4,-0.129,66.45,511,3,Agent,1,1500,180,600
2025-09-13,Manali,32.2432,77.1892,1,9,5,14.6,0,471.2,0.521,68.29,428,3,Web,18,1200,140,450
2025-05-19,Kerala,10.8505,76.2711,0,5,0,38.9,0,657.87,-0.329,61.32,746,1,Web,21,1700,220,700
2025-09-04,Manali,32.2432,77.1892,0,9,3,15.5,1,299.2,0.676,77.95,350,2,Kiosk,3,1200,140,450
2025-04-06,Kerala,10.8505,76.2711,1,4,6,33.4,0,70.33,-0.207,64.59,694,3,App,16,1700,220,700
2024-09-29,Goa,15.2993,74.124,1,9,6,32.4,0,659.21,0.713,77.85,567,3,Kiosk,3,2000,250,800
2024-05-05,Agra,27.1767,78.0081,1,5,6,35.4,0,817.24,0.641,59.32,469,2,App,7,1300,150,550
2024-02-01,Kerala,10.8505,76.2711,0,2,3,24.0,0,166.33,0.445,69.59,640,2,Agent,7,1700,220,700
2024-07-16,Kerala,10.8505,76.2711,0,7,1,37.9,0,235.43,0.82,55.36,572,3,Agent,12,1700,220,700
2024-09-17,Varanasi,25.3176,82.9739,0,9,1,27.0,0,23.94,0.521,54.35,557,3,App,10,1400,160,500
2024-08-06,Kerala,10.8505,76.2711,0,8,1,33.8,0,547.5,-0.347,60.75,800,3,Web,7,1700,220,700
2024-11-07,Goa,15.2993,74.124,0,11,3,18.8,0,857.57,-0.865,75.51,494,3,Web,31,2000,250,800
2024-01-08,Jaipur,26.9124,75.7873,0,1,0,19.7,0,371.68,-0.372,63.54,400,2,Web,7,1500,180,600
2024-05-14,Andaman,11.7401,92.6586,0,5,1,35.5,0,752.53,0.378,93.02,375,3,Web,21,900,120,300
2024-01-27,Agra,27.1767,78.0081,1,1,5,17.9,0,238.96,0.392,52.59,967,2,Web,11,1300,150,550
2024-07-19,Leh,34.1526,77.5771,0,7,4,18.0,0,281.58,-0.311,88.8,374,1,App,19,600,90,220
2025-04-10,Varanasi,25.3176,82.9739,0,4,3,32.2,0,744.63,1.0,55.2,439,3,Kiosk,9,1400,160,500
2024-04-22,Kerala,10.8505,76.2711,0,4,0,33.1,0,836.65,0.07,72.06,1170,3,App,4,1700,220,700
2025-03-22,Goa,15.2993,74.124,1,3,5,28.9,0,318.97,0.254,81.33,372,2,Agent,7,2000,250,800
2025-03-15,Manali,32.2432,77.1892,1,3,5,16.4,0,254.75,1.0,69.03,641,1,Agent,9,1200,140,450
2024-12-05,Andaman,11.7401,92.6586,0,12,3,17.5,0,804.12,-0.42,87.78,189,3,Agent,15,900,120,300
2024-10-25,Goa,15.2993,74.124,0,10,4,23.4,0,67.4,0.595,75.0,996,3,Web,5,2000,250,800
2024-12-24,Agra,27.1767,78.0081,0,12,1,16.9,0,322.58,1.0,49.11,579,1,Web,8,1300,150,550
2024-01-08,Varanasi,25.3176,82.9739,0,1,0,18.8,0,215.61,0.018,60.95,246,2,App,23,1400,160,500
2024-05-13,Jaipur,26.9124,75.7873,0,5,0,35.9,0,289.49,0.676,62.72,354,2,Agent,16,1500,180,600
2025-03-30,Jaipur,26.9124,75.7873,1,3,6,28.8,0,191.21,0.327,57.8,413,2,App,5,1500,180,600
2024-01-11,Manali,32.2432,77.1892,0,1,3,4.7,0,332.11,0.059,74.87,450,2,Web,10,1200,140,450
2024-09-01,Agra,27.1767,78.0081,1,9,6,26.3,0,380.52,0.103,59.3,413,2,Web,1,1300,150,550
2024-01-26,Goa,15.2993,74.124,0,1,4,20.9,0,189.93,-0.522,73.73,691,3,App,6,2000,250,800
2024-01-24,Varanasi,25.3176,82.9739,0,1,2,20.0,0,568.13,0.052,61.76,774,1,Web,16,1400,160,500
2024-07-18,Manali,32.2432,77.1892,0,7,3,23.8,0,135.98,0.76,74.38,326,1,Kiosk,4,1200,140,450
2025-07-26,Varanasi,25.3176,82.9739,1,7,5,34.9,0,139.79,-0.203,40.7,832,2,App,8,1400,160,500
2025-01-27,Kerala,10.8505,76.2711,0,1,0,19.9,0,201.17,0.84,64.32,745,2,Web,7,1700,220,700
2024-07-23,Varanasi,25.3176,82.9739,0,7,1,36.3,0,164.99,0.429,56.37,529,2,App,9,1400,160,500
2025-05-15,Goa,15.2993,74.124,0,5,3,39.5,0,572.55,-0.707,83.45,839,2,Kiosk,15,2000,250,800
2024-10-06,Kerala,10.8505,76.2711,1,10,6,26.1,0,1097.8,-0.946,72.87,724,2,Agent,14,1700,220,700
2024-01-03,Manali,32.2432,77.1892,0,1,2,6.8,0,211.87,-0.987,77.41,249,2,App,5,1200,140,450
2025-01-02,Goa,15.2993,74.124,0,1,3,20.9,0,530.01,0.525,77.74,956,3,App,7,2000,250,800
2024-12-27,Jaipur,26.9124,75.7873,0,12,4,19.7,0,640.15,0.394,57.78,597,1,Agent,29,1500,180,600
2024-05-20,Jaipur,26.9124,75.7873,0,5,0,35.5,0,958.98,-0.519,63.18,844,2,Web,11,1500,180,600
2024-11-22,Varanasi,25.3176,82.9739,0,11,4,20.8,0,266.89,0.651,44.8,669,2,Agent,11,1400,160,500
2025-07-08,Kerala,10.8505,76.2711,0,7,1,38.1,1,840.73,-0.787,74.32,769,2,Agent,14,1700,220,700
2025-05-15,Leh,34.1526,77.5771,0,5,3,16.2,0,723.39,0.292,107.93,440,2,Kiosk,19,600,90,220
